1.890262450174626241e-02 2.290780625568028181e-02 -6.169608005660571354e-02 5.369746545065640086e-02 -3.248138084829083061e-02 -5.679381033270591850e-04 -4.048608663329803653e-02 -2.280880109217930593e-03 7.858040992222911636e-03 3.647871642936006964e-03 -9.475173538902531556e-02 4.357298999938202105e-02 -9.645199766655341775e-03 4.668805050377848598e-02 6.517083193160953802e-02
1.623931041291346716e-02 -2.739765621559052400e-03 -2.595522738120494693e-02 6.885528515735606092e-02 -5.257852401790851643e-02 -5.158766360726509126e-02 -7.997635459962865179e-02 -1.674061441826286967e-02 5.678555605566335679e-02 -3.538754197823244796e-02 -5.076160502743939928e-02 -2.399478416887116522e-02 1.297168860259073978e-02 3.153931062523131212e-02 3.213384565174901009e-02
3.775380459271006350e-02 3.227321834235467174e-03 -6.487703470408390238e-02 4.274620861835860819e-02 1.188129625667770986e-02 -5.723835040170995730e-02 -4.777568820102568586e-03 -1.726401960345244624e-02 2.256879605361135355e-02 -5.848040865082412831e-02 -9.060515900288518276e-02 6.964714702028569626e-02 -5.880424325209937519e-02 3.770584088176410359e-02 1.753550008474989361e-02
4.401306914432766976e-02 -3.639524347774383828e-03 -1.718263794501568784e-02 2.923389790891873369e-02 -1.656919519815844982e-02 -8.889917655425319531e-02 -7.126226980994704308e-02 -4.587560905036800613e-02 2.668866985919809975e-02 3.436800774280585752e-02 -7.677110333873665704e-02 3.385438632516365315e-02 5.874838534101072679e-03 -2.088820956205254473e-02 1.560269827470514223e-02
1.153209199372033644e-02 1.567253377816258883e-02 -3.243800049313966261e-02 4.656830707388230628e-02 1.051606679654986526e-02 -4.290585296753039041e-02 3.384956711701421483e-03 -8.511948238701091962e-03 6.464187918430884527e-02 2.907607400440518838e-02 -1.348323265449340169e-01 1.465160690500299893e-02 -7.213722947185950696e-02 3.400531057420194680e-02 3.219084062927324297e-02
-3.002000248675259358e-02 4.151937923540309494e-02 -4.939106064097616156e-02 4.291818724823241032e-02 -8.778368488088170163e-02 -9.435700292445373116e-02 1.740488233319400710e-02 -4.413412074081984882e-02 1.203844858395467787e-01 -4.588623778953525995e-02 -1.266970532081712897e-01 6.052709058232907252e-02 -6.955092292196829451e-02 -4.731931567121826915e-03 4.548245530409250614e-02
-5.460922448669418977e-02 3.695515902372600858e-02 -9.390633182507296395e-02 3.809276419283945392e-02 -8.756590602509564669e-02 -4.789672903047476754e-02 4.169925685907330259e-02 -4.838610418388004236e-02 9.542533917781891029e-02 -6.441155749865826174e-02 -1.506981294829934370e-01 3.582070271208915441e-02 -2.701233124719315537e-02 4.747444083447982521e-02 6.846469227856440132e-02
-3.154381543820940215e-02 7.504688264577874524e-02 -5.856996738669251190e-02 9.786347845861087524e-02 -1.740076600370303941e-02 -1.154703669062498161e-01 -6.560337164368922405e-03 -8.122034158028081097e-02 1.161462673260371947e-01 -6.807384406186621495e-02 -1.205949661792631855e-01 8.858990025109303446e-02 -7.311917385611878262e-02 2.670560293153338011e-02 1.150199824435624574e-01
-5.352746701237739990e-02 3.719080827915665494e-02 -7.708686363033213917e-02 6.264032502980136641e-02 -3.927514749732521904e-02 -9.511465247796759004e-02 4.481059317357823785e-02 1.204162287085073536e-03 5.627650808467719867e-02 -5.774062009088051783e-02 -7.253226262978366978e-02 1.332393465864644203e-02 -1.027066815179777798e-01 -3.097779552267620334e-02 1.301986134042412702e-01
-4.635828701847462263e-02 5.567016243077162196e-02 -2.197209429144209025e-02 7.068548508991488732e-03 -4.958100220447932138e-02 -1.008586393628821271e-01 -3.115378584145097121e-02 -3.030313148809138726e-02 1.402255637754626361e-01 -6.059462495243965463e-02 -1.512546051794148583e-01 1.712120652359378978e-02 -8.218102202318519622e-02 -1.115024605493661336e-02 7.504320947804578312e-02
